beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"All Day IPA","Founders Brewing Co.","IPA - Session / India Session Ale",4.7,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-13 22:52:33",https://untappd.com/c/33683736,https://untappd.com/beer/36834,https://untappd.com/brewery/549,"United States","Grand Rapids",MI,,,,33683736,36834,549
"Double Take Amber Ale","Winery Exchange, World Brews","Red Ale - American Amber / Red",5.1,0,,,,,,,,3,"2013-06-15 21:33:00",https://untappd.com/c/33967790,https://untappd.com/beer/54174,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,33967790,54174,34528
"Double Take India Pale Ale","Winery Exchange, World Brews","IPA - American",6.9,0,,,,,,,,3,"2013-06-15 21:59:54",https://untappd.com/c/33975704,https://untappd.com/beer/53636,https://untappd.com/brewery/34528,"United States",Novato,CA,,,,33975704,53636,34528
"Aventinus Eisbock","Schneider Weisse G. Schneider & Sohn","Bock - Eisbock",12,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-17 21:24:26",https://untappd.com/c/34179876,https://untappd.com/beer/67996,https://untappd.com/brewery/1023,Germany,Kelheim,Bavaria,,,,34179876,67996,1023
"Two Hearted Ale","Bell's Brewery","IPA - American",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-06-19 18:47:31",https://untappd.com/c/34308747,https://untappd.com/beer/4133,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,34308747,4133,2507
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 18:56:25",https://untappd.com/c/34309857,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34309857,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 19:22:05",https://untappd.com/c/34313491,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34313491,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 19:36:45",https://untappd.com/c/34315686,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34315686,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 20:01:28",https://untappd.com/c/34319667,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34319667,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 21:00:42",https://untappd.com/c/34330934,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34330934,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 21:32:47",https://untappd.com/c/34337162,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34337162,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-19 23:08:38",https://untappd.com/c/34352623,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34352623,3979,4339
"Summer Shandy","Jacob Leinenkugel Brewing Company","Shandy / Radler",4.2,14,,"Nationals Park",Washington,D.C.,"United States",38.8735,-77.0074,2.5,"2013-06-20 19:51:10",https://untappd.com/c/34408479,https://untappd.com/beer/8949,https://untappd.com/brewery/708,"United States","Chippewa Falls",WI,,,,34408479,8949,708
"Coors Light","Coors Brewing Company","Lager - American Light",4.2,10,,"Nationals Park",Washington,D.C.,"United States",38.8735,-77.0074,2,"2013-06-20 19:51:38",https://untappd.com/c/34408597,https://untappd.com/beer/3834,https://untappd.com/brewery/399,"United States",Golden,CO,,,,34408597,3834,399
"Coors Light","Coors Brewing Company","Lager - American Light",4.2,10,,,,,,,,2,"2013-06-20 22:23:33",https://untappd.com/c/34439977,https://untappd.com/beer/3834,https://untappd.com/brewery/399,"United States",Golden,CO,,,,34439977,3834,399
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-20 22:45:49",https://untappd.com/c/34444168,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34444168,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-20 22:57:22",https://untappd.com/c/34446302,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34446302,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-21 00:18:12",https://untappd.com/c/34456616,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34456616,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-21 00:45:42",https://untappd.com/c/34458741,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,34458741,3979,4339
"Dortmunder Gold","Great Lakes Brewing Company","Lager - Dortmunder / Export",5.8,30,,,,,,,,3,"2013-06-22 21:54:52",https://untappd.com/c/34743798,https://untappd.com/beer/6288,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,34743798,6288,3125
"Anchor Summer Beer","Anchor Brewing Company","Pale Wheat Ale - American",4.5,0,,,,,,,,3,"2013-06-22 22:39:37",https://untappd.com/c/34755240,https://untappd.com/beer/2229,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,34755240,2229,3891
"Dortmunder Gold","Great Lakes Brewing Company","Lager - Dortmunder / Export",5.8,30,,,,,,,,3,"2013-06-22 23:13:01",https://untappd.com/c/34762537,https://untappd.com/beer/6288,https://untappd.com/brewery/3125,"United States",Cleveland,OH,,,,34762537,6288,3125
Peeper,"Maine Beer Company","Pale Ale - American",5.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-27 18:40:50",https://untappd.com/c/35162812,https://untappd.com/beer/13088,https://untappd.com/brewery/2874,"United States",Freeport,ME,,,,35162812,13088,2874
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-27 18:58:27",https://untappd.com/c/35165631,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,35165631,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-27 19:35:38",https://untappd.com/c/35171839,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,35171839,3979,4339
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-06-27 20:26:09",https://untappd.com/c/35181865,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,35181865,3979,4339
"Dorado Double IPA","Ballast Point Brewing Company","IPA - Imperial / Double",10,90,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-06-27 21:07:44",https://untappd.com/c/35190623,https://untappd.com/beer/1246,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,35190623,1246,68
"Aventinus Eisbock","Schneider Weisse G. Schneider & Sohn","Bock - Eisbock",12,15,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-07-04 13:38:17",https://untappd.com/c/35962383,https://untappd.com/beer/67996,https://untappd.com/brewery/1023,Germany,Kelheim,Bavaria,,,,35962383,67996,1023
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-04 14:16:49",https://untappd.com/c/35968428,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,35968428,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-04 14:45:49",https://untappd.com/c/35973822,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,35973822,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-04 15:15:48",https://untappd.com/c/35979937,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,35979937,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-04 16:21:18",https://untappd.com/c/35995350,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,35995350,4508,3880
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-04 17:15:46",https://untappd.com/c/36009958,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,36009958,4508,3880
Azrael,"Devils Backbone Brewing Company","Blonde Ale - Belgian Blonde / Golden",7,25,,,,,,,,3,"2013-07-11 19:24:26",https://untappd.com/c/36835347,https://untappd.com/beer/54644,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,36835347,54644,4939
"Shark Meets Hipster","DryHop Brewers","Pale Wheat Ale - American",6.5,50,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,,"2013-07-12 16:32:23",https://untappd.com/c/36932103,https://untappd.com/beer/381227,https://untappd.com/brewery/28053,"United States",Chicago,IL,,,,36932103,381227,28053
"Batch 001","DryHop Brewers","Cream Ale",4.6,0,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,,"2013-07-12 16:33:31",https://untappd.com/c/36932313,https://untappd.com/beer/381270,https://untappd.com/brewery/28053,"United States",Chicago,IL,,,,36932313,381270,28053
"Bombe De Cerise","DryHop Brewers","Fruit Beer",5.5,0,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,2.5,"2013-07-12 16:34:26",https://untappd.com/c/36932442,https://untappd.com/beer/403823,https://untappd.com/brewery/28053,"United States",Chicago,IL,,,,36932442,403823,28053
"The Jury","DryHop Brewers","Pale Ale - American",5.5,0,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,3.5,"2013-07-12 16:36:33",https://untappd.com/c/36932725,https://untappd.com/beer/399258,https://untappd.com/brewery/28053,"United States",Chicago,IL,,,,36932725,399258,28053
"As The Crow Flies","DryHop Brewers","Porter - American",5.5,0,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,4,"2013-07-12 16:37:30",https://untappd.com/c/36932886,https://untappd.com/beer/398933,https://untappd.com/brewery/28053,"United States",Chicago,IL,,,,36932886,398933,28053
Triomphe,"Brewery Vivant","IPA - Belgian",6.5,47,,"DryHop Brewers",Chicago,IL,"United States",41.9392,-87.6444,3,"2013-07-12 16:38:48",https://untappd.com/c/36933093,https://untappd.com/beer/15710,https://untappd.com/brewery/4108,"United States","Grand Rapids",MI,,,,36933093,15710,4108
Karma,"Avery Brewing Co.","Pale Ale - Belgian",5.4,10,,"Sheffield's Beer & Wine Garden",Chicago,IL,"United States",41.9416,-87.6544,3,"2013-07-13 21:01:27",https://untappd.com/c/37181171,https://untappd.com/beer/5632,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,37181171,5632,62
"Sanctification (Batch 006)","Russian River Brewing Company","American Wild Ale",6.75,0,,,,,,,,3,"2013-07-14 15:53:29",https://untappd.com/c/37266992,https://untappd.com/beer/150203,https://untappd.com/brewery/5143,"United States","Santa Rosa",CA,,,,37266992,150203,5143
"Consecration (Batch 010)","Russian River Brewing Company","American Wild Ale",10,0,,,,,,,,3,"2013-07-14 15:53:53",https://untappd.com/c/37267070,https://untappd.com/beer/205027,https://untappd.com/brewery/5143,"United States","Santa Rosa",CA,,,,37267070,205027,5143
"Salvation (2012)","Russian River Brewing Company","Belgian Strong Dark Ale",9,0,,,,,,,,4,"2013-07-14 15:54:15",https://untappd.com/c/37267144,https://untappd.com/beer/175562,https://untappd.com/brewery/5143,"United States","Santa Rosa",CA,,,,37267144,175562,5143
"One Oatmeal Stout","Dark Horse Brewing Co.","Stout - Oatmeal",7,0,,,,,,,,4.5,"2013-07-14 15:55:24",https://untappd.com/c/37267308,https://untappd.com/beer/5801,https://untappd.com/brewery/426,"United States",Marshall,MI,,,,37267308,5801,426
"Too Cream Stout","Dark Horse Brewing Co.","Stout - Milk / Sweet",7.5,20,,,,,,,,3.5,"2013-07-14 15:56:05",https://untappd.com/c/37267435,https://untappd.com/beer/5802,https://untappd.com/brewery/426,"United States",Marshall,MI,,,,37267435,5802,426
"Tres Blueberry Stout","Dark Horse Brewing Co.","Stout - American",7.5,20,,,,,,,,2,"2013-07-14 16:08:35",https://untappd.com/c/37269293,https://untappd.com/beer/5799,https://untappd.com/brewery/426,"United States",Marshall,MI,,,,37269293,5799,426
"Fore Smoked Stout","Dark Horse Brewing Co.","Stout - Other",7,22,,,,,,,,4,"2013-07-14 16:18:45",https://untappd.com/c/37270844,https://untappd.com/beer/5800,https://untappd.com/brewery/426,"United States",Marshall,MI,,,,37270844,5800,426
Azrael,"Devils Backbone Brewing Company","Blonde Ale - Belgian Blonde / Golden",7,25,,"Gables City Vista",Washington,D.C.,"United States",38.9037,-77.0179,3,"2013-07-15 18:37:54",https://untappd.com/c/37361262,https://untappd.com/beer/54644,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,37361262,54644,4939
Azrael,"Devils Backbone Brewing Company","Blonde Ale - Belgian Blonde / Golden",7,25,,"Gables City Vista",Washington,D.C.,"United States",38.9037,-77.0179,3,"2013-07-15 19:39:59",https://untappd.com/c/37368644,https://untappd.com/beer/54644,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,37368644,54644,4939
"Rogue Farms Dirtoir Black Lager","Rogue Ales","Lager - Dark",6,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-07-18 19:22:49",https://untappd.com/c/37634886,https://untappd.com/beer/6393,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,37634886,6393,4565
"Anchor Summer Beer","Anchor Brewing Company","Pale Wheat Ale - American",4.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-07-20 19:28:45",https://untappd.com/c/37973488,https://untappd.com/beer/2229,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,37973488,2229,3891
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-20 20:12:14",https://untappd.com/c/37986373,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,37986373,4508,3880
"Anchor Summer Beer","Anchor Brewing Company","Pale Wheat Ale - American",4.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-07-25 20:15:20",https://untappd.com/c/38527653,https://untappd.com/beer/2229,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,38527653,2229,3891
"Citra Session IPA","Green Flash Brewing Company","IPA - Session / India Session Ale",4.5,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-07-25 20:16:25",https://untappd.com/c/38527896,https://untappd.com/beer/7370,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,38527896,7370,609
"Dale's Pale Ale","Oskar Blues Brewery","Pale Ale - American",6.5,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-07-25 20:18:39",https://untappd.com/c/38528346,https://untappd.com/beer/10759,https://untappd.com/brewery/956,"United States",Longmont,CO,,,,38528346,10759,956
"Summer Solstice","Anderson Valley Brewing Company","Spiced / Herbed Beer",5,5,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2013-07-25 21:46:22",https://untappd.com/c/38549500,https://untappd.com/beer/4508,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,38549500,4508,3880
"The Abyss (2008)","Deschutes Brewery","Stout - American Imperial / Double",11,0,,,,,,,,5,"2013-07-25 21:47:15",https://untappd.com/c/38549715,https://untappd.com/beer/20713,https://untappd.com/brewery/441,"United States",Bend,OR,,,,38549715,20713,441
"Ellie's Brown Ale","Avery Brewing Co.","Brown Ale - American",5.5,28,,,,,,,,3.5,"2013-07-30 22:17:56",https://untappd.com/c/39257435,https://untappd.com/beer/6206,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,39257435,6206,62
"Raging Bitch Belgian IPA","Flying Dog Brewery","IPA - Belgian",8.3,60,,Stetsons,Washington,D.C.,"United States",38.9169,-77.0372,3.5,"2013-08-01 18:51:50",https://untappd.com/c/39446044,https://untappd.com/beer/5756,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,39446044,5756,540
