beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id
"Eight Point IPA","Devils Backbone Brewing Company","IPA - American",6.2,60,,"Banning's Tavern",Easton,MD,"United States",38.7742,-76.0748,3.5,"2013-09-20 19:46:33",https://untappd.com/c/46134238,https://untappd.com/beer/18222,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,46134238,18222,4939
"Jefferson's Golden Ale","Yards Brewing Co.","Strong Ale - English",8,28,,"Banning's Tavern",Easton,MD,"United States",38.7742,-76.0748,3,"2013-09-20 19:47:16",https://untappd.com/c/46134454,https://untappd.com/beer/4977,https://untappd.com/brewery/1383,"United States",Philadelphia,PA,,,,46134454,4977,1383
"Washington's Porter","Yards Brewing Co.","Porter - American",7,34,,"Banning's Tavern",Easton,MD,"United States",38.7742,-76.0748,3,"2013-09-20 19:47:57",https://untappd.com/c/46134651,https://untappd.com/beer/4166,https://untappd.com/brewery/1383,"United States",Philadelphia,PA,,,,46134651,4166,1383
"Full Nelson","Blue Mountain Brewery","Pale Ale - American",5.9,60,,"Banning's Tavern",Easton,MD,"United States",38.7742,-76.0748,3.5,"2013-09-20 20:58:15",https://untappd.com/c/46157242,https://untappd.com/beer/11838,https://untappd.com/brewery/4156,"United States",Afton,VA,,,,46157242,11838,4156
NSFW,"Atlas Brew Works","IPA - Imperial / Double Black",9.2,100,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-09-26 18:32:53",https://untappd.com/c/46869993,https://untappd.com/beer/412870,https://untappd.com/brewery/61874,"United States",Washington,DC,,,,46869993,412870,61874
OktoberFish,"Flying Fish Brewing Co.",Märzen,6,17,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-09-26 19:41:13",https://untappd.com/c/46882871,https://untappd.com/beer/3960,https://untappd.com/brewery/541,"United States",Somerdale,NJ,,,,46882871,3960,541
"Wookey Jack","Firestone Walker Brewing Company","IPA - Black / Cascadian Dark Ale",8.3,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-09-29 16:40:02",https://untappd.com/c/47420206,https://untappd.com/beer/94428,https://untappd.com/brewery/524,"United States","Paso Robles",CA,,,,47420206,94428,524
"BigLeaf Maple Autumn Red","Anchor Brewing Company","Red Ale - American Amber / Red",6,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2,"2013-09-29 17:19:16",https://untappd.com/c/47427842,https://untappd.com/beer/389226,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,47427842,389226,3891
"Stone 17th Anniversary Götterdämmerung IPA","Stone Brewing","IPA - Imperial / Double",9.5,102,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-09-29 17:52:45",https://untappd.com/c/47434512,https://untappd.com/beer/389372,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,47434512,389372,1204
"Golden Monkey","Victory Brewing Company","Belgian Tripel",9.5,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-09-29 18:44:48",https://untappd.com/c/47444681,https://untappd.com/beer/3787,https://untappd.com/brewery/1326,"United States",Downingtown,PA,,,,47444681,3787,1326
Warlock,"Southern Tier Brewing Company","Pumpkin / Yam Beer",8.6,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-10-13 20:11:17",https://untappd.com/c/49385715,https://untappd.com/beer/406125,https://untappd.com/brewery/4586,"United States",Lakewood,NY,,,,49385715,406125,4586
Octoberfest,"Fordham & Dominion Brewing Co.",Märzen,5.7,16,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-10-13 20:11:56",https://untappd.com/c/49385866,https://untappd.com/beer/10145,https://untappd.com/brewery/940,"United States",Dover,DE,,,,49385866,10145,940
"Game of Thrones - Take The Black Stout","Brewery Ommegang","Stout - Other",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-10-13 20:13:06",https://untappd.com/c/49386122,https://untappd.com/beer/387263,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,49386122,387263,249
"The Truth","Flying Dog Brewery","IPA - Imperial / Double",8.7,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-10-13 20:57:53",https://untappd.com/c/49396598,https://untappd.com/beer/421901,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,49396598,421901,540
"Scythe & Sickle","Brewery Ommegang","Bière de Garde",5.8,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-10-13 21:30:07",https://untappd.com/c/49403825,https://untappd.com/beer/215745,https://untappd.com/brewery/249,"United States",Cooperstown,NY,,,,49403825,215745,249
"Stone Enjoy By 11.12.13 IPA","Stone Brewing","IPA - Imperial / Double",9.4,65,,"Prime 16","New Haven",CT,"United States",41.3061,-72.9274,4.5,"2013-10-18 16:32:46",https://untappd.com/c/49897061,https://untappd.com/beer/468170,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,49897061,468170,1204
"Mountain Ale","The Shed Brewery","Brown Ale - American",7.4,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-11-10 16:30:38",https://untappd.com/c/53400669,https://untappd.com/beer/242601,https://untappd.com/brewery/180223,"United States",Middlebury,VT,,,,53400669,242601,180223
"Christmas Ale (2013)","Abita Brewing Company","Winter Ale",5.5,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2013-11-17 14:09:50",https://untappd.com/c/54394863,https://untappd.com/beer/486136,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,,54394863,486136,10
"Heart of Darkness","Magic Hat Brewing Company","Stout - American",5.7,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-11-17 14:31:56",https://untappd.com/c/54398979,https://untappd.com/beer/77065,https://untappd.com/brewery/812,"United States","South Burlington",VT,,,,54398979,77065,812
"Southern Belle","3 Stars Brewing Company","Brown Ale - Imperial / Double",8.7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2013-11-17 15:23:41",https://untappd.com/c/54409309,https://untappd.com/beer/143385,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,54409309,143385,12185
"Morning Glory Espresso Stout","Fordham & Dominion Brewing Co.","Stout - American Imperial / Double",8,35,,,,,,,,4,"2013-12-13 20:48:34",https://untappd.com/c/58163949,https://untappd.com/beer/241298,https://untappd.com/brewery/940,"United States",Dover,DE,,,,58163949,241298,940
"Pannepot Reserva (2008)","De Struise Brouwers","Belgian Strong Dark Ale",10,0,,,,,,,,4,"2013-12-13 20:51:27",https://untappd.com/c/58164901,https://untappd.com/beer/19947,https://untappd.com/brewery/433,Belgium,Oostvleteren,West-Vlaanderen,,,,58164901,19947,433
"Tiberian Inquisitor","3 Floyds Brewing Company","Belgian Strong Dark Ale",9.2,20,,,,,,,,3.5,"2013-12-13 20:53:12",https://untappd.com/c/58165517,https://untappd.com/beer/305348,https://untappd.com/brewery/2470,"United States",Munster,IN,,,,58165517,305348,2470
Candi,"Fordham & Dominion Brewing Co.","Belgian Tripel",10,32,,,,,,,,3.5,"2013-12-13 20:53:47",https://untappd.com/c/58165757,https://untappd.com/beer/467619,https://untappd.com/brewery/940,"United States",Dover,DE,,,,58165757,467619,940
"Christmas Ale","Schlafly - The Saint Louis Brewery","Winter Ale",8,30,,,,,,,,3.5,"2013-12-13 22:01:03",https://untappd.com/c/58190610,https://untappd.com/beer/9593,https://untappd.com/brewery/1092,"United States","Saint Louis",MO,,,,58190610,9593,1092
"Undercover Investigation Shut-Down Ale","Lagunitas Brewing Company","Strong Ale - American",9.7,66,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-06-30 19:22:47",https://untappd.com/c/96364919,https://untappd.com/beer/201,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,96364919,201,765
"Maredsous 10° Triple","Abbaye de Maredsous","Belgian Tripel",10,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-06-30 19:36:07",https://untappd.com/c/96368050,https://untappd.com/beer/7768,https://untappd.com/brewery/6,Belgium,Breendonk,,,,,96368050,7768,6
"Brooklyn Brown Ale","Brooklyn Brewery","Brown Ale - American",5.6,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-06-30 20:21:02",https://untappd.com/c/96379540,https://untappd.com/beer/3557,https://untappd.com/brewery/259,"United States",Brooklyn,NY,,,,96379540,3557,259
"Road Warrior","Green Flash Brewing Company","IPA - Rye",9,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-06-30 20:21:34",https://untappd.com/c/96379685,https://untappd.com/beer/567502,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,96379685,567502,609
Victoria,"Allagash Brewing Company","Belgian Strong Golden Ale",7.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-07-25 20:53:27",https://untappd.com/c/102201149,https://untappd.com/beer/21637,https://untappd.com/brewery/24,"United States",Portland,ME,,,,102201149,21637,24
"Wedding Ale","Bell's Brewery","Wheat Wine",7.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-07-25 21:14:08",https://untappd.com/c/102213441,https://untappd.com/beer/45779,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,102213441,45779,2507
"Stone Enjoy By 07.04.14 IPA","Stone Brewing","IPA - Imperial / Double",9.4,88,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-07-25 21:16:41",https://untappd.com/c/102215883,https://untappd.com/beer/681640,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,102215883,681640,1204
"Old Brown Dog Ale","Smuttynose Brewing Co.","Brown Ale - American",6.5,30,,"Carving Room Kitchen & Bar",Washington,D.C.,"United States",38.8994,-77.016,4,"2014-08-24 13:25:20",https://untappd.com/c/109831059,https://untappd.com/beer/5158,https://untappd.com/brewery/1160,"United States",Hampton,NH,,,,109831059,5158,1160
Rowdy,"Atlas Brew Works","Rye Beer",6.2,53,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-08-28 19:38:45",https://untappd.com/c/110614679,https://untappd.com/beer/349152,https://untappd.com/brewery/61874,"United States",Washington,DC,,,,110614679,349152,61874
"Catty Wompus","Devils Backbone Brewing Company","IPA - Belgian",8.3,33,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-08-28 20:01:27",https://untappd.com/c/110624408,https://untappd.com/beer/627877,https://untappd.com/brewery/4939,"United States",Roseland,VA,,,,110624408,627877,4939
Sculpin,"Ballast Point Brewing Company","IPA - American",7,70,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-09-08 19:10:52",https://untappd.com/c/113510879,https://untappd.com/beer/5558,https://untappd.com/brewery/68,"United States","San Diego",CA,,,,113510879,5558,68
"Birdhouse Ale","The Brewer's Art","Pale Ale - American",5,28,,"Carving Room Kitchen & Bar",Washington,D.C.,"United States",38.8994,-77.016,3,"2014-09-13 12:24:10",https://untappd.com/c/114433077,https://untappd.com/beer/319528,https://untappd.com/brewery/242,"United States",Baltimore,MD,,,,114433077,319528,242
"Ellie's Brown Ale","Avery Brewing Co.","Brown Ale - American",5.5,28,,"Carving Room Kitchen & Bar",Washington,D.C.,"United States",38.8994,-77.016,3.5,"2014-09-13 12:47:54",https://untappd.com/c/114439361,https://untappd.com/beer/6206,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,114439361,6206,62
"Hop Knife","Tröegs Independent Brewing","IPA - American",6.2,87,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-09-18 20:41:26",https://untappd.com/c/115641392,https://untappd.com/beer/551620,https://untappd.com/brewery/2583,"United States",Hershey,PA,,,,115641392,551620,2583
"La Folie (Lips of Faith) (2014)","New Belgium Brewing Company","Sour - Flanders Oud Bruin",7,18,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-09-18 20:42:51",https://untappd.com/c/115642028,https://untappd.com/beer/513719,https://untappd.com/brewery/905,"United States","Fort Collins",CO,,,,115642028,513719,905
"Mocha Porter","Rogue Ales","Porter - American",5.6,47,,"Carving Room Kitchen & Bar",Washington,D.C.,"United States",38.8994,-77.016,3,"2014-10-11 14:06:39",https://untappd.com/c/121198775,https://untappd.com/beer/6863,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,121198775,6863,4565
"Milk Stout","Lancaster Brewing Company ","Stout - Milk / Sweet",5,25,,"Carving Room Kitchen & Bar",Washington,D.C.,"United States",38.8994,-77.016,3.5,"2014-10-11 14:47:16",https://untappd.com/c/121219233,https://untappd.com/beer/3881,https://untappd.com/brewery/771,"United States",Lancaster,PA,,,,121219233,3881,771
"Dark O' The Moon Pumpkin Stout","Elysian Brewing Company","Pumpkin / Yam Beer",6.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-10-23 19:29:13",https://untappd.com/c/124128012,https://untappd.com/beer/7670,https://untappd.com/brewery/7294,"United States",Seattle,WA,,,,124128012,7670,7294
"Fusion 24","Lagunitas Brewing Company","Red Ale - American Amber / Red",5.7,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-10-23 19:51:58",https://untappd.com/c/124137163,https://untappd.com/beer/797280,https://untappd.com/brewery/765,"United States",Petaluma,CA,,,,124137163,797280,765
"Fall Line Fest Amped Up Ale","Starr Hill Brewery","Saison / Farmhouse Ale",5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2014-10-23 20:16:53",https://untappd.com/c/124147664,https://untappd.com/beer/788407,https://untappd.com/brewery/1861,"United States",Crozet,VA,,,,124147664,788407,1861
"Milk Stout Nitro","Left Hand Brewing Company","Stout - Milk / Sweet",6,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4.5,"2014-10-23 20:47:38",https://untappd.com/c/124161402,https://untappd.com/beer/82680,https://untappd.com/brewery/779,"United States",Longmont,CO,,,,124161402,82680,779
"Leffe Brune / Bruin","Abbaye de Leffe","Brown Ale - Belgian",6.5,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-10-26 18:53:09",https://untappd.com/c/125196048,https://untappd.com/beer/5941,https://untappd.com/brewery/5,Belgium,Dinant,Namur,,,,125196048,5941,5
"Pandemic Porter","3 Stars Brewing Company","Porter - Imperial / Double",9.6,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-10-26 19:20:05",https://untappd.com/c/125206138,https://untappd.com/beer/340365,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,125206138,340365,12185
"Fall Hornin'","Anderson Valley Brewing Company","Pumpkin / Yam Beer",6,20,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-10-30 18:40:16",https://untappd.com/c/125818950,https://untappd.com/beer/342470,https://untappd.com/brewery/3880,"United States",Boonville,CA,,,,125818950,342470,3880
"Grimbergen Double Ambrée","Kronenbourg Brewery","Belgian Dubbel",6.5,22,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-10-30 19:07:26",https://untappd.com/c/125828124,https://untappd.com/beer/343179,https://untappd.com/brewery/203,France,Strasbourg,67200,,,,125828124,343179,203
S'muttonator,"Smuttynose Brewing Co.","Bock - Doppelbock",8.5,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-11-16 14:33:44",https://untappd.com/c/130158047,https://untappd.com/beer/15315,https://untappd.com/brewery/1160,"United States",Hampton,NH,,,,130158047,15315,1160
"Shakedown Imperial Chocolate Cherry Stout","Starr Hill Brewery","Stout - Imperial / Double",8,45,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-11-16 15:10:58",https://untappd.com/c/130170755,https://untappd.com/beer/821695,https://untappd.com/brewery/1861,"United States",Crozet,VA,,,,130170755,821695,1861
"Autocrat Coffee Milk Stout","Narragansett Brewing Company","Stout - Milk / Sweet",5.5,30,,Standings,"New York",NY,"United States",40.7282,-73.9885,3.5,"2014-11-28 15:20:42",https://untappd.com/c/133258198,https://untappd.com/beer/485593,https://untappd.com/brewery/1252,"United States",Pawtucket,RI,,,,133258198,485593,1252
"Southern Belle","3 Stars Brewing Company","Brown Ale - Imperial / Double",8.7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-12-01 19:10:24",https://untappd.com/c/134319846,https://untappd.com/beer/143385,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,134319846,143385,12185
"The Kaiser (2014)","Avery Brewing Co.",Märzen,9.5,27,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-01 19:26:52",https://untappd.com/c/134323682,https://untappd.com/beer/780614,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,134323682,780614,62
"Snow Blind","Starr Hill Brewery","Bock - Doppelbock",7.7,13,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-12-04 18:37:01",https://untappd.com/c/134804325,https://untappd.com/beer/435919,https://untappd.com/brewery/1861,"United States",Crozet,VA,,,,134804325,435919,1861
Lager,"Legend Brewing Company","Lager - Pale",4.8,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-12-04 18:56:21",https://untappd.com/c/134811261,https://untappd.com/beer/6342,https://untappd.com/brewery/1483,"United States",Richmond,VA,,,,134811261,6342,1483
"Harpoon Octoberfest","Harpoon Brewery",Märzen,5.3,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-12-04 19:22:32",https://untappd.com/c/134821403,https://untappd.com/beer/6261,https://untappd.com/brewery/634,"United States",Boston,MA,,,,134821403,6261,634
"Tidings®  Ale","Port City Brewing","Belgian Strong Golden Ale",7.8,25,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2014-12-04 19:56:27",https://untappd.com/c/134835273,https://untappd.com/beer/94247,https://untappd.com/brewery/7771,"United States",Alexandria,VA,,,,134835273,94247,7771
"Winter Madness","3 Stars Brewing Company","Winter Warmer",12.4,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-26 16:57:34",https://untappd.com/c/140975915,https://untappd.com/beer/77168,https://untappd.com/brewery/12185,"United States",Washington,DC,,,,140975915,77168,12185
"Kujo Imperial Coffee Stout","Flying Dog Brewery","Stout - American Imperial / Double",8.9,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-26 17:30:42",https://untappd.com/c/140994091,https://untappd.com/beer/106751,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,140994091,106751,540
"Merry Christmas & Happy New Year (Our Special Ale) (2014)","Anchor Brewing Company","Winter Warmer",5.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-12-28 13:07:14",https://untappd.com/c/141767465,https://untappd.com/beer/855849,https://untappd.com/brewery/3891,"United States","San Francisco",CA,,,,141767465,855849,3891
"Stone 18th Anniversary IPA","Stone Brewing","IPA - Imperial / Double",8.5,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-28 13:54:11",https://untappd.com/c/141782979,https://untappd.com/beer/715788,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,141782979,715788,1204
"Black Butte XXVI","Deschutes Brewery","Porter - Imperial / Double",10.8,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-28 14:34:44",https://untappd.com/c/141798261,https://untappd.com/beer/667132,https://untappd.com/brewery/441,"United States",Bend,OR,,,,141798261,667132,441
"St. Festivus","The Brewer's Art","Winter Ale",8.5,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2014-12-28 16:35:42",https://untappd.com/c/141851204,https://untappd.com/beer/17703,https://untappd.com/brewery/242,"United States",Baltimore,MD,,,,141851204,17703,242
"The 1500 South Cap Lager","Atlas Brew Works","Lager - Helles",4.8,18,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2014-12-30 18:41:44",https://untappd.com/c/142424426,https://untappd.com/beer/637416,https://untappd.com/brewery/61874,"United States",Washington,DC,,,,142424426,637416,61874
"Stone Enjoy By 12.26.14 IPA","Stone Brewing","IPA - Imperial / Double",9.4,88,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2014-12-30 19:06:44",https://untappd.com/c/142436047,https://untappd.com/beer/881386,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,142436047,881386,1204
"Cherry Stout","Bell's Brewery","Stout - Other",7,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-01-19 19:25:29",https://untappd.com/c/148078953,https://untappd.com/beer/4138,https://untappd.com/brewery/2507,"United States",Comstock,MI,,,,148078953,4138,2507
"Stochasticity Project: Master of Disguise","Stone Brewing","Stout - American Imperial / Double",9.7,55,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-01-19 19:26:48",https://untappd.com/c/148079343,https://untappd.com/beer/874444,https://untappd.com/brewery/1204,"United States",Escondido,CA,,,,148079343,874444,1204
"Chasin' Freshies (2014)","Deschutes Brewery","IPA - American",7.4,65,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-01-25 14:54:03",https://untappd.com/c/149619303,https://untappd.com/beer/588780,https://untappd.com/brewery/441,"United States",Bend,OR,,,,149619303,588780,441
"Doppel Bock","Flying Dog Brewery","Bock - Doppelbock",8.3,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-01-25 15:28:57",https://untappd.com/c/149631455,https://untappd.com/beer/889299,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,149631455,889299,540
"Bitter American","21st Amendment Brewery","Pale Ale - American",4.4,42,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-01-25 16:20:06",https://untappd.com/c/149649958,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,"United States","San Francisco",CA,,,,149649958,3979,4339
"Oatmeal Porter","Highland Brewing Company","Porter - American",5.9,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-01-29 18:40:16",https://untappd.com/c/150394063,https://untappd.com/beer/4464,https://untappd.com/brewery/658,"United States",Asheville,NC,,,,150394063,4464,658
"Ellie's Brown Ale","Avery Brewing Co.","Brown Ale - American",5.5,28,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-01-29 19:47:31",https://untappd.com/c/150420566,https://untappd.com/beer/6206,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,150420566,6206,62
CrossBones,"Heavy Seas Beer","IPA - Session / India Session Ale",4.5,35,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-01-29 19:47:59",https://untappd.com/c/150420761,https://untappd.com/beer/904923,https://untappd.com/brewery/385,"United States",Baltimore,MD,,,,150420761,904923,385
"Mephistopheles' Stout","Avery Brewing Co.","Stout - American Imperial / Double",14.6,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-01-29 20:09:53",https://untappd.com/c/150429973,https://untappd.com/beer/192,https://untappd.com/brewery/62,"United States",Boulder,CO,,,,150429973,192,62
"Palate Wrecker (2014)","Green Flash Brewing Company","IPA - Imperial / Double",9.5,100,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-02-05 18:27:03",https://untappd.com/c/152346068,https://untappd.com/beer/521497,https://untappd.com/brewery/609,"United States","San Diego",CA,,,,152346068,521497,609
"Hop Rod Rye™","Bear Republic Brewing Co.","Rye Beer",8,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-05 18:57:44",https://untappd.com/c/152357068,https://untappd.com/beer/1425,https://untappd.com/brewery/94,"United States",Healdsburg,CA,,,,152357068,1425,94
"825 State Stout","Epic Brewing Co. (Utah, Colorado)","Stout - Oatmeal",5.6,0,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-12 18:42:34",https://untappd.com/c/154260031,https://untappd.com/beer/22941,https://untappd.com/brewery/7216,"United States",Denver,CO,,,,154260031,22941,7216
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-22 16:20:54",https://untappd.com/c/157437544,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,157437544,59622,441
"Fresh Squeezed IPA","Deschutes Brewery","IPA - American",6.4,60,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-22 16:25:07",https://untappd.com/c/157439154,https://untappd.com/beer/59622,https://untappd.com/brewery/441,"United States",Bend,OR,,,,157439154,59622,441
"Mexican Hot Chocolate Stout","Flying Dog Brewery","Stout - Other",5.7,30,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-02-26 19:01:46",https://untappd.com/c/158228018,https://untappd.com/beer/952138,https://untappd.com/brewery/540,"United States",Frederick,MD,,,,158228018,952138,540
"Fresh Roast","Rogue Ales","Brown Ale - American",5.7,37,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-26 19:14:56",https://untappd.com/c/158233675,https://untappd.com/beer/355358,https://untappd.com/brewery/4565,"United States",Newport,OR,,,,158233675,355358,4565
Afterlife,"Selkirk Abbey","IPA - Belgian",5.7,75,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3.5,"2015-02-26 19:47:47",https://untappd.com/c/158249051,https://untappd.com/beer/395252,https://untappd.com/brewery/31759,"United States","Post Falls",ID,,,,158249051,395252,31759
"Wrought Iron IPA","Abita Brewing Company","IPA - American",6.9,80,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,3,"2015-03-12 18:35:43",https://untappd.com/c/162218580,https://untappd.com/beer/790639,https://untappd.com/brewery/10,"United States","Abita Springs",LA,,,,162218580,790639,10
"Palm Spéciale","Brouwerij Palm","Pale Ale - Belgian",5.2,18,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,2.5,"2015-03-12 19:15:44",https://untappd.com/c/162236442,https://untappd.com/beer/7754,https://untappd.com/brewery/967,Belgium,Steenhuffel,Vlaams-Brabant,,,,162236442,7754,967
"Rise Up Stout","Evolution Craft Brewing Company","Stout - Other",6.7,40,,"R.F.D. Washington",Washington,D.C.,"United States",38.9003,-77.0221,4,"2015-03-12 19:16:09",https://untappd.com/c/162236648,https://untappd.com/beer/16436,https://untappd.com/brewery/2169,"United States",Salisbury,MD,,,,162236648,16436,2169
